TXNAME	GENEID
osta-2	osta-2
C18A3.10	C18A3.10
C18A11.1	C18A11.1
C18A11.2	C18A11.2
C18A11.3	C18A11.3
C18A11.4	C18A11.4
C18B2.1	C18B2.1
C18B2.3	C18B2.3
C18B2.4	C18B2.4
C18B2.5	C18B2.5
del-9	del-9
glb-5	glb-5
ugt-48	ugt-48
C18C4.7	C18C4.7
glb-6	glb-6
C18E3.1	C18E3.1
C18E3.9	C18E3.9
C18F10.2	C18F10.2
C18F10.7	C18F10.7
C18G1.1	C18G1.1
C18H7.1	C18H7.1
C18H7.7	C18H7.7
C18H9.1	C18H9.1
gyf-1	gyf-1
C18H9.6	C18H9.6
ift-74	ift-74
fln-2	fln-2
C23F12.4	C23F12.4
C23G10.1	C23G10.1
C23G10.2	C23G10.2
C23G10.7	C23G10.7
C23G10.8	C23G10.8
C23G10.10	C23G10.10
C23H3.2	C23H3.2
sptl-1	sptl-1
C23H3.5	C23H3.5
C23H3.9	C23H3.9
prmt-6	prmt-6
glb-7	glb-7
xbx-4	xbx-4
C23H5.8	C23H5.8
flp-24	flp-24
elf-1	elf-1
C24A1.3	C24A1.3
C24A3.1	C24A3.1
C24A3.2	C24A3.2
C24A11.1	C24A11.1
C24B5.1	C24B5.1
spas-1	spas-1
C24B5.4	C24B5.4
C24B9.3	C24B9.3
C24D10.4	C24D10.4
C24D10.6	C24D10.6
mms-19	mms-19
hpo-15	hpo-15
C24G6.8	C24G6.8
acd-2	acd-2
C24H10.1	C24H10.1
C24H10.2	C24H10.2
C24H10.3	C24H10.3
C24H12.4	C24H12.4
dnsn-1	dnsn-1
cht-3	cht-3
C25A11.2	C25A11.2
clec-266	clec-266
nhr-30	nhr-30
C25E10.7	C25E10.7
C25E10.10	C25E10.10
C25E10.11	C25E10.11
C25E10.12	C25E10.12
C25F6.1	C25F6.1
dpyd-1	dpyd-1
ddr-1	ddr-1
C25F6.6	C25F6.6
C25F6.7	C25F6.7
C25G6.1	C25G6.1
C25G6.3	C25G6.3
C25G6.4	C25G6.4
npr-11	npr-11
eif-2D	eif-2D
flp-27	flp-27
mdt-26	mdt-26
C25H3.7	C25H3.7
C25H3.9	C25H3.9
C25H3.11	C25H3.11
ift-43	ift-43
dnc-4	dnc-4
nhr-258	nhr-258
elpc-4	elpc-4
C26B2.7	C26B2.7
C26B2.8	C26B2.8
C26B9.1	C26B9.1
C26B9.2	C26B9.2
C26B9.3	C26B9.3
C26B9.5	C26B9.5
C26B9.6	C26B9.6
C26B9.7	C26B9.7
flh-2	flh-2
mrps-18C	mrps-18C
mmab-1	mmab-1
C26E6.12	C26E6.12
C26F1.1	C26F1.1
cyp-32A1	cyp-32A1
C26F1.3	C26F1.3
frpr-3	frpr-3
hint-3	hint-3
smc-5	smc-5
pho-12	pho-12
C27A12.2	C27A12.2
pigo-1	pigo-1
C27D6.1	C27D6.1
crh-2	crh-2
wdr-60	wdr-60
C27F2.4	C27F2.4
vps-22	vps-22
C27F2.7	C27F2.7
tmem-131	tmem-131
C27F2.10	C27F2.10
C27H5.2	C27H5.2
C27H5.4	C27H5.4
C27H5.6	C27H5.6
C28C12.4	C28C12.4
C28C12.11	C28C12.11
C28C12.12	C28C12.12
glb-9	glb-9
sec-15	sec-15
C28G1.4	C28G1.4
bcl-7	bcl-7
C28H8.3	C28H8.3
erd-2.2	erd-2.2
C28H8.5	C28H8.5
pxl-1	pxl-1
dpff-1	dpff-1
tdo-2	tdo-2
kle-2	kle-2
tag-250	tag-250
gsto-1	gsto-1
C29E4.9	C29E4.9
C29E4.10	C29E4.10
C29E4.12	C29E4.12
C29F5.1	C29F5.1
C29F5.3	C29F5.3
glb-10	glb-10
C29G2.3	C29G2.3
C29G2.6	C29G2.6
C29H12.2	C29H12.2
heri-1	heri-1
C29H12.6	C29H12.6
mob-4	mob-4
C30A5.10	C30A5.10
C30B5.2	C30B5.2
rbmx-2	rbmx-2
daf-37	daf-37
C30B5.6	C30B5.6
C30B5.7	C30B5.7
mrpl-32	mrpl-32
hsp-110	hsp-110
vha-16	vha-16
C30F8.3	C30F8.3
rege-1	rege-1
C30F12.2	C30F12.2
C30F12.3	C30F12.3
C30F12.4	C30F12.4
C30F12.5	C30F12.5
trhr-1	trhr-1
idhg-2	idhg-2
C30G4.4	C30G4.4
irld-23	irld-23
C30G12.1	C30G12.1
C30G12.2	C30G12.2
C30G12.4	C30G12.4
C30G12.6	C30G12.6
erp-44.1	erp-44.1
zmp-3	zmp-3
lntl-1	lntl-1
C31H1.8	C31H1.8
tbc-7	tbc-7
C31H2.3	C31H2.3
C31H2.4	C31H2.4
C32D5.1	C32D5.1
efr-3	efr-3
C32D5.4	C32D5.4
set-4	set-4
C32D5.6	C32D5.6
C32D5.7	C32D5.7
C32D5.10	C32D5.10
C32D5.11	C32D5.11
C32D5.12	C32D5.12
tppp-1	tppp-1
C32E8.5	C32E8.5
C32E8.6	C32E8.6
C32E8.9	C32E8.9
ubr-1	ubr-1
C32E12.1	C32E12.1
pde-5	pde-5
osr-1	osr-1
C32E12.4	C32E12.4
obr-4	obr-4
C32F10.4	C32F10.4
C32F10.8	C32F10.8
mtq-2	mtq-2
cnnm-3	cnnm-3
rsef-1	rsef-1
tbck-1	tbck-1
C33F10.4	C33F10.4
rig-6	rig-6
lact-5	lact-5
C33F10.8	C33F10.8
srab-4	srab-4
swd-2.1	swd-2.1
swd-2.2	swd-2.2
rpap-3	rpap-3
sec-10	sec-10
imp-3	imp-3
C33H5.13	C33H5.13
cdgs-1	cdgs-1
kbp-5	kbp-5
ttc-1	ttc-1
lonp-1	lonp-1
C34B2.8	C34B2.8
C34B2.9	C34B2.9
spcs-1	spcs-1
maph-9	maph-9
C34D4.4	C34D4.4
grsp-3	grsp-3
mutd-1	mutd-1
hecd-1	hecd-1
C34D10.1	C34D10.1
unk-1	unk-1
sumv-1	sumv-1
C34E10.9	C34E10.9
C34E10.10	C34E10.10
mrps-26	mrps-26
ampd-1	ampd-1
C34F11.5	C34F11.5
C34F11.8	C34F11.8
hpo-27	hpo-27
tyr-4	tyr-4
cdc-7	cdc-7
noah-1	noah-1
tag-275	tag-275
C34H4.5	C34H4.5
dmsr-7	dmsr-7
C35A11.2	C35A11.2
C35B1.2	C35B1.2
C35B1.5	C35B1.5
C35B1.7	C35B1.7
C35B1.8	C35B1.8
C35B8.3	C35B8.3
C35D10.1	C35D10.1
C35D10.3	C35D10.3
C35D10.5	C35D10.5
C35D10.6	C35D10.6
C35D10.7	C35D10.7
C35D10.8	C35D10.8
C35D10.10	C35D10.10
C35D10.12	C35D10.12
tost-1	tost-1
C35D10.17	C35D10.17
C35E7.6	C35E7.6
C35E7.11	C35E7.11
C36B7.5	C36B7.5
C36E6.2	C36E6.2
C37A2.6	C37A2.6
C37A2.7	C37A2.7
C37A2.8	C37A2.8
C37C3.1	C37C3.1
C37C3.2	C37C3.2
C37C3.7	C37C3.7
memo-1	memo-1
C37C3.9	C37C3.9
C37C3.11	C37C3.11
C37C3.12	C37C3.12
C37H5.5	C37H5.5
adss-1	adss-1
C37H5.13	C37H5.13
C38C3.4	C38C3.4
C38C3.6	C38C3.6
C39B5.5	C39B5.5
C39B5.6	C39B5.6
C39D10.2	C39D10.2
pcyt-2.2	pcyt-2.2
C39D10.6	C39D10.6
C39D10.8	C39D10.8
C39F7.1	C39F7.1
madd-2	madd-2
C39F7.5	C39F7.5
C39H7.4	C39H7.4
pks-1	pks-1
C41A3.2	C41A3.2
C41D11.3	C41D11.3
cmt-1	cmt-1
C41D11.9	C41D11.9
C41G11.1	C41G11.1
gnrr-4	gnrr-4
ppm-1.H	ppm-1.H
C42C1.3	C42C1.3
vps-8	vps-8
tag-335	tag-335
C42C1.9	C42C1.9
hpo-12	hpo-12
ltah-1.1	ltah-1.1
C42C1.12	C42C1.12
C42C1.13	C42C1.13
C42D4.1	C42D4.1
C42D4.3	C42D4.3
C42D4.13	C42D4.13
C42D8.1	C42D8.1
ets-5	ets-5
acin-1	acin-1
mus-81	mus-81
met-1	met-1
exoc-7	exoc-7
C43E11.9	C43E11.9
cogc-5	cogc-5
paqr-1	paqr-1
bicd-1	bicd-1
best-9	best-9
trpp-12	trpp-12
C43H6.3	C43H6.3
C43H6.4	C43H6.4
C43H6.6	C43H6.6
dhhc-9	dhhc-9
arch-1	arch-1
mafr-1	mafr-1
psmd-9	psmd-9
hrpl-1	hrpl-1
aff-1	aff-1
clhm-1	clhm-1
C44B7.5	C44B7.5
slc-36.5	slc-36.5
C44B7.7	C44B7.7
acer-1	acer-1
C44B7.11	C44B7.11
C44B7.12	C44B7.12
C44B11.1	C44B11.1
C44B11.4	C44B11.4
perm-2	perm-2
perm-4	perm-4
C44C1.1	C44C1.1
chil-10	chil-10
vps-45	vps-45
C44C1.6	C44C1.6
ubr-4	ubr-4
got-2.1	got-2.1
ssb-1	ssb-1
C44E4.5	C44E4.5
acbp-1	acbp-1
C44E12.1	C44E12.1
C45B2.6	C45B2.6
C45E1.4	C45E1.4
C45E5.1	C45E5.1
C45E5.4	C45E5.4
C45G7.4	C45G7.4
C45G9.2	C45G9.2
C45G9.5	C45G9.5
C45G9.6	C45G9.6
txbp-3	txbp-3
C45G9.8	C45G9.8
C45G9.10	C45G9.10
C45G9.11	C45G9.11
C45G9.12	C45G9.12
nlp-43	nlp-43
C46A5.4	C46A5.4
dsb-3	dsb-3
C46A5.6	C46A5.6
rdl-1	rdl-1
hosl-1	hosl-1
C46C11.2	C46C11.2
C46C11.3	C46C11.3
C46E10.3	C46E10.3
C46F2.1	C46F2.1
acs-17	acs-17
C46G7.1	C46G7.1
C46G7.2	C46G7.2
C46H3.2	C46H3.2
C46H11.2	C46H11.2
C46H11.10	C46H11.10
fhod-1	fhod-1
C47D2.1	C47D2.1
pitr-1	pitr-1
C48B6.2	C48B6.2
C48B6.3	C48B6.3
C48B6.4	C48B6.4
bbs-9	bbs-9
C48B6.9	C48B6.9
C48B6.10	C48B6.10
nmur-1	nmur-1
aexr-3	aexr-3
C48E7.1	C48E7.1
let-611	let-611
C48E7.6	C48E7.6
oac-9	oac-9
cebp-2	cebp-2
tkr-2	tkr-2
C49A9.10	C49A9.10
C49C8.2	C49C8.2
C49H3.3	C49H3.3
C49H3.4	C49H3.4
C49H3.6	C49H3.6
arp-11	arp-11
C49H3.9	C49H3.9
C49H3.12	C49H3.12
cec-2	cec-2
C50A2.3	C50A2.3
C50C3.1	C50C3.1
C50C3.5	C50C3.5
bath-42	bath-42
C50D2.1	C50D2.1
C50D2.2	C50D2.2
C50D2.3	C50D2.3
C50D2.5	C50D2.5
C50D2.6	C50D2.6
C50D2.7	C50D2.7
C50D2.8	C50D2.8
C50D2.9	C50D2.9
C50E3.5	C50E3.5
C50E3.6	C50E3.6
C50E10.1	C50E10.1
C50F2.2	C50F2.2
syf-1	syf-1
C50F2.4	C50F2.4
C50F2.7	C50F2.7
magu-3	magu-3
npr-35	npr-35
C50F7.3	C50F7.3
sucg-1	sucg-1
C50F7.5	C50F7.5
C50F7.6	C50F7.6
C50F7.9	C50F7.9
coel-1	coel-1
C52B9.4	C52B9.4
C52B9.8	C52B9.8
ets-10	ets-10
inso-1	inso-1
dop-4	dop-4
C52B11.5	C52B11.5
C52D10.3	C52D10.3
cnnm-1	cnnm-1
C52E12.1	C52E12.1
lst-6	lst-6
lst-5	lst-5
C53B7.2	C53B7.2
C53B7.3	C53B7.3
clik-2	clik-2
C53C11.2	C53C11.2
C53D5.1	C53D5.1
marc-4	marc-4
C53D5.5	C53D5.5
C53H9.2	C53H9.2
frpr-4	frpr-4
drn-1	drn-1
lam-2	lam-2
C54D1.7	C54D1.7
C54D2.1	C54D2.1
C54D2.2	C54D2.2
C54E4.1	C54E4.1
test-1	test-1
C54E4.4	C54E4.4
C54E4.5	C54E4.5
srb-18	srb-18
srb-19	srb-19
C54F6.12	C54F6.12
madf-6	madf-6
C54G6.2	C54G6.2
C54G6.3	C54G6.3
C54G7.1	C54G7.1
mboa-3	mboa-3
ifta-1	ifta-1
tag-294	tag-294
C54H2.4	C54H2.4
C55B6.1	C55B6.1
uri-1	uri-1
sulp-1	sulp-1
C55B7.11	C55B7.11
scrt-1	scrt-1
C55C2.4	C55C2.4
C55C3.1	C55C3.1
C55C3.3	C55C3.3
perm-5	perm-5
atic-1	atic-1
vps-33.2	vps-33.2
vps-32.1	vps-32.1
C56C10.4	C56C10.4
C56C10.7	C56C10.7
aipr-1	aipr-1
epg-5	epg-5
C56E6.2	C56E6.2
toe-2	toe-2
C56E6.4	C56E6.4
abch-1	abch-1
lron-15	lron-15
nhr-173	nhr-173
C56E10.3	C56E10.3
akap-1	akap-1
C56G2.3	C56G2.3
C56G2.4	C56G2.4
C56G2.5	C56G2.5
rpn-13	rpn-13
C56G2.9	C56G2.9
C56G2.15	C56G2.15
npr-8	npr-8
CC8.2	CC8.2
CD4.1	CD4.1
mrpl-48	mrpl-48
vps-37	vps-37
zhit-1	zhit-1
D1005.2	D1005.2
D1005.4	D1005.4
D1005.6	D1005.6
D1007.3	D1007.3
D1007.4	D1007.4
D1007.5	D1007.5
nrd-1	nrd-1
D1007.8	D1007.8
D1007.10	D1007.10
D1007.15	D1007.15
eaf-1	eaf-1
acs-22	acs-22
ensh-1	ensh-1
D1014.2	D1014.2
snap-1	snap-1
D1014.4	D1014.4
D1022.2	D1022.2
D1022.4	D1022.4
D1037.1	D1037.1
ipla-4	ipla-4
D1044.1	D1044.1
dex-1	dex-1
nekl-4	nekl-4
D1069.1	D1069.1
D1069.3	D1069.3
dmsr-4	dmsr-4
trk-1	trk-1
D2007.1	D2007.1
D2007.2	D2007.2
mrpl-18	mrpl-18
atg-13	atg-13
utx-1	utx-1
D2021.4	D2021.4
afmd-1	afmd-1
D2024.4	D2024.4
D2024.5	D2024.5
gstk-2	gstk-2
glrx-3	glrx-3
mctp-1	mctp-1
ppfr-2	ppfr-2
D2092.4	D2092.4
maco-1	maco-1
D2092.8	D2092.8
praf-3	praf-3
aagr-1	aagr-1
D2096.6	D2096.6
D2096.7	D2096.7
nap-1	nap-1
D2096.9	D2096.9
D2096.12	D2096.12
lec-12	lec-12
E01A2.1	E01A2.1
E01A2.2	E01A2.2
E01A2.5	E01A2.5
akir-1	akir-1
ttr-40	ttr-40
mek-5	mek-5
cyp-43A1	cyp-43A1
timm-17B.1	timm-17B.1
tctn-1	tctn-1
pcrg-1	pcrg-1
maoc-1	maoc-1
E04F6.4	E04F6.4
acdh-12	acdh-12
E04F6.6	E04F6.6
E04F6.10	E04F6.10
tofu-6	tofu-6
ccpp-6	ccpp-6
pink-1	pink-1
EEED8.10	EEED8.10
brap-2	brap-2
EGAP1.1	EGAP1.1
EGAP2.1	EGAP2.1
EGAP5.1	EGAP5.1
ugt-57	ugt-57
F01E11.3	F01E11.3
tyra-2	tyra-2
hpo-10	hpo-10
F01F1.2	F01F1.2
F01F1.3	F01F1.3
rabn-5	rabn-5
ddx-23	ddx-23
dnpp-1	dnpp-1
eng-1	eng-1
F01F1.11	F01F1.11
F01F1.14	F01F1.14
F01F1.15	F01F1.15
F02C9.1	F02C9.1
irld-3	irld-3
nmur-3	nmur-3
atg-16.1	atg-16.1
wht-4	wht-4
F02E11.2	F02E11.2
ncam-1	ncam-1
F07C3.2	F07C3.2
F07C3.3	F07C3.3
glo-4	glo-4
nhr-36	nhr-36
F07E5.5	F07E5.5
F07F6.1	F07F6.1
F07F6.4	F07F6.4
nlp-60	nlp-60
pole-2	pole-2
F08B4.7	F08B4.7
F08B6.1	F08B6.1
calu-2	calu-2
pcyt-1	pcyt-1
F08C6.5	F08C6.5
apy-1	apy-1
srpa-72	srpa-72
F08D12.7	F08D12.7
F08D12.12	F08D12.12
F08F1.3	F08F1.3
F08F1.4	F08F1.4
F08F3.1	F08F3.1
acl-6	acl-6
F08F3.4	F08F3.4
F08F3.10	F08F3.10
hmgr-1	hmgr-1
F08F8.4	F08F8.4
F08F8.6	F08F8.6
F08F8.7	F08F8.7
gos-28	gos-28
F09C12.2	F09C12.2
F09C12.6	F09C12.6
F09C12.8	F09C12.8
usp-39	usp-39
algn-2	algn-2
F09E5.3	F09E5.3
sec-6	sec-6
F09E5.8	F09E5.8
F09E5.11	F09E5.11
F09E5.14	F09E5.14
F09E5.16	F09E5.16
bmy-1	bmy-1
F09E10.5	F09E10.5
F09E10.6	F09E10.6
F09E10.7	F09E10.7
toca-1	toca-1
molo-1	molo-1
rpc-2	rpc-2
hach-1	hach-1
F09F7.5	F09F7.5
F09F7.6	F09F7.6
nmad-1	nmad-1
F09F9.1	F09F9.1
F09F9.2	F09F9.2
F09F9.3	F09F9.3
F09F9.4	F09F9.4
F09G2.1	F09G2.1
F09G2.2	F09G2.2
pitr-5	pitr-5
cpsf-2	cpsf-2
lgc-39	lgc-39
F09G2.8	F09G2.8
attf-2	attf-2
mrps-9	mrps-9
F09G8.5	F09G8.5
F09G8.7	F09G8.7
clec-160	clec-160
mps-4	mps-4
dmd-5	dmd-5
nemp-1	nemp-1
F10D7.1	F10D7.1
F10D7.2	F10D7.2
F10D7.3	F10D7.3
F10D7.5	F10D7.5
F10E7.5	F10E7.5
F10E7.6	F10E7.6
farl-11	farl-11
F10E7.9	F10E7.9
cutl-5	cutl-5
F10E9.2	F10E9.2
F10E9.3	F10E9.3
F10E9.4	F10E9.4
F10E9.5	F10E9.5
F10E9.7	F10E9.7
F10E9.10	F10E9.10
F10G7.5	F10G7.5
sre-39	sre-39
F10G7.9	F10G7.9
F10G7.10	F10G7.10
ttr-41	ttr-41
pbo-6	pbo-6
F11C7.2	F11C7.2
F11D5.1	F11D5.1
ddr-2	ddr-2
F11D5.6	F11D5.6
F11G11.5	F11G11.5
lgc-38	lgc-38
nep-5	nep-5
cal-8	cal-8
F12A10.8	F12A10.8
slc-17.6	slc-17.6
lgc-51	lgc-51
stg-2	stg-2
F12E12.2	F12E12.2
F13A2.4	F13A2.4
F13A2.5	F13A2.5
F13B6.1	F13B6.1
F13B6.3	F13B6.3
F13B9.1	F13B9.1
F13B9.2	F13B9.2
cutl-29	cutl-29
F13C5.1	F13C5.1
F13C5.2	F13C5.2
F13C5.3	F13C5.3
F13C5.5	F13C5.5
acp-5	acp-5
F13D11.3	F13D11.3
F13D11.4	F13D11.4
bcl-11	bcl-11
F13H6.5	F13H6.5
F13H8.1	F13H8.1
F13H8.2	F13H8.2
F13H8.3	F13H8.3
nmgp-1	nmgp-1
F13H8.5	F13H8.5
F13H8.6	F13H8.6
upb-1	upb-1
F13H8.8	F13H8.8
F13H8.9	F13H8.9
F13H8.11	F13H8.11
F13H8.12	F13H8.12
sid-5	sid-5
F14B8.4	F14B8.4
F14B8.5	F14B8.5
F14B8.6	F14B8.6
otpl-3	otpl-3
F14D12.1	F14D12.1
sulp-2	sulp-2
F14F9.5	F14F9.5
F14H12.3	F14H12.3
F14H12.7	F14H12.7
F14H12.8	F14H12.8
cest-26	cest-26
nstp-2	nstp-2
lgc-22	lgc-22
F15E6.9	F15E6.9
F16B3.2	F16B3.2
F16B4.2	F16B4.2
F16B4.4	F16B4.4
nhr-178	nhr-178
srbc-41	srbc-41
F16F9.1	F16F9.1
F16F9.3	F16F9.3
F16F9.4	F16F9.4
F16H11.1	F16H11.1
ent-5	ent-5
F17A9.2	F17A9.2
atf-8	atf-8
F18A1.1	F18A1.1
rpa-1	rpa-1
alfa-1	alfa-1
F18A1.7	F18A1.7
pid-1	pid-1
nep-11	nep-11
F18C5.5	F18C5.5
F18C5.9	F18C5.9
F18C5.10	F18C5.10
srxa-4	srxa-4
F18E9.3	F18E9.3
F18E9.4	F18E9.4
jmjd-3.1	jmjd-3.1
F18E9.7	F18E9.7
F18F11.1	F18F11.1
cdh-8	cdh-8
drl-1	drl-1
F18G5.1	F18G5.1
F18G5.6	F18G5.6
F19B10.1	F19B10.1
F19B10.2	F19B10.2
F19B10.5	F19B10.5
F19B10.10	F19B10.10
F19C7.1	F19C7.1
F19C7.8	F19C7.8
F19F10.9	F19F10.9
ints-9	ints-9
F20A1.2	F20A1.2
srsx-32	srsx-32
F20A1.4	F20A1.4
tofu-2	tofu-2
F20B6.4	F20B6.4
F20D6.1	F20D6.1
F20D6.2	F20D6.2
F20D6.5	F20D6.5
F20D6.6	F20D6.6
F20D6.8	F20D6.8
F20D6.10	F20D6.10
F20D6.11	F20D6.11
csr-1	csr-1
F20D12.2	F20D12.2
czw-1	czw-1
F20D12.7	F20D12.7
F20H11.1	F20H11.1
F20H11.4	F20H11.4
ddo-3	ddo-3
F21A9.1	F21A9.1
F21A9.2	F21A9.2
F21C10.3	F21C10.3
F21C10.7	F21C10.7
F21C10.10	F21C10.10
F21C10.11	F21C10.11
frpr-6	frpr-6
F21D12.3	F21D12.3
npax-1	npax-1
F21E9.2	F21E9.2
ttr-37	ttr-37
pgal-1	pgal-1
F21F3.2	F21F3.2
F21F3.6	F21F3.6
F21F3.7	F21F3.7
F21F8.5	F21F8.5
slc-17.5	slc-17.5
rbbp-5	rbbp-5
tpp-2	tpp-2
ets-4	ets-4
ttr-35	ttr-35
ceh-60	ceh-60
F22B7.1	F22B7.1
flp-23	flp-23
polk-1	polk-1
F22B7.9	F22B7.9
flcn-1	flcn-1
F22D3.4	F22D3.4
malt-1	malt-1
F22F1.3	F22F1.3
sups-1	sups-1
F22F4.5	F22F4.5
F22F7.7	F22F7.7
F23C8.3	F23C8.3
ubxn-1	ubxn-1
F23C8.5	F23C8.5
did-2	did-2
F23C8.8	F23C8.8
tipn-1	tipn-1
F23C8.13	F23C8.13
nfyc-1	nfyc-1
F23F1.2	F23F1.2
F23F1.4	F23F1.4
F23F1.5	F23F1.5
F23F1.6	F23F1.6
F23F1.7	F23F1.7
rpoa-49	rpoa-49
F23F1.10	F23F1.10
F23F12.8	F23F12.8
zip-8	zip-8
F23F12.12	F23F12.12
F23H11.2	F23H11.2
F23H11.4	F23H11.4
F23H11.6	F23H11.6
F23H11.7	F23H11.7
crls-1	crls-1
gcst-1	gcst-1
peli-1	peli-1
F25B4.4	F25B4.4
F25B4.5	F25B4.5
hmgs-1	hmgs-1
F25B4.7	F25B4.7
F25B4.8	F25B4.8
clec-1	clec-1
dct-6	dct-6
nop-1	nop-1
F25B5.3	F25B5.3
F25B5.5	F25B5.5
F25B5.6	F25B5.6
nono-1	nono-1
gtr-1	gtr-1
F25E2.2	F25E2.2
F25E2.3	F25E2.3
F25E5.1	F25E5.1
F25E5.3	F25E5.3
try-8	try-8
F25E5.16	F25E5.16
mltn-13	mltn-13
F25F8.1	F25F8.1
symk-1	symk-1
slc-17.8	slc-17.8
F25G6.8	F25G6.8
F25G6.9	F25G6.9
F26A1.1	F26A1.1
F26A1.3	F26A1.3
F26A1.9	F26A1.9
nspd-9	nspd-9
F26A1.13	F26A1.13
nlp-61	nlp-61
F26A10.2	F26A10.2
F26B1.1	F26B1.1
hrpk-1	hrpk-1
F26D11.1	F26D11.1
F26D11.2	F26D11.2
cee-1	cee-1
tag-340	tag-340
F26F4.5	F26F4.5
F26F4.6	F26F4.6
F26F4.9	F26F4.9
rpb-8	rpb-8
F26F4.12	F26F4.12
kbp-2	kbp-2
F26F12.3	F26F12.3
F26F12.4	F26F12.4
F26F12.5	F26F12.5
F26G1.1	F26G1.1
F26G1.2	F26G1.2
ttm-2	ttm-2
F26G1.5	F26G1.5
nep-12	nep-12
F27B10.1	F27B10.1
F27C1.2	F27C1.2
F27C1.3	F27C1.3
F27C1.4	F27C1.4
F27C1.6	F27C1.6
F27C1.11	F27C1.11
F27D9.2	F27D9.2
pcca-1	pcca-1
F27D9.7	F27D9.7
stn-2	stn-2
acdh-9	acdh-9
acd-4	acd-4
asp-13	asp-13
dip-2	dip-2
F28B3.5	F28B3.5
F28B3.6	F28B3.6
acl-11	acl-11
F28B3.10	F28B3.10
rgl-1	rgl-1
F28B4.4	F28B4.4
F28B12.1	F28B12.1
vrk-1	vrk-1
F28C10.3	F28C10.3
F28E10.1	F28E10.1
igeg-1	igeg-1
lim-8	lim-8
F28F5.6	F28F5.6
F28F9.2	F28F9.2
F28F9.3	F28F9.3
F28H1.1	F28H1.1
F28H1.5	F28H1.5
F29A7.4	F29A7.4
F29A7.6	F29A7.6
F29B9.1	F29B9.1
F29B9.5	F29B9.5
F29B9.7	F29B9.7
F29B9.8	F29B9.8
mrps-21	mrps-21
F29B9.11	F29B9.11
tut-1	tut-1
grld-1	grld-1
picc-1	picc-1
F30B5.4	F30B5.4
zipt-2.2	zipt-2.2
F31A3.5	F31A3.5
mth-2	mth-2
mth-1	mth-1
F31E3.2	F31E3.2
F31E8.4	F31E8.4
F31F7.1	F31F7.1
F31F7.2	F31F7.2
ada-2	ada-2
skpo-3	skpo-3
ctsa-3.1	ctsa-3.1
F32A5.4	F32A5.4
F32A5.8	F32A5.8
ift-81	ift-81
vps-41	vps-41
F32B5.2	F32B5.2
F32B5.6	F32B5.6
F32B5.7	F32B5.7
figl-1	figl-1
F32D1.3	F32D1.3
neg-1	neg-1
fipp-1	fipp-1
nol-10	nol-10
cec-4	cec-4
clec-180	clec-180
cec-5	cec-5
F32E10.8	F32E10.8
F33D4.4	F33D4.4
mrpl-1	mrpl-1
F33D4.6	F33D4.6
emc-6	emc-6
twk-47	twk-47
nlp-62	nlp-62
gpaa-1	gpaa-1
dhhc-3	dhhc-3
F33E11.3	F33E11.3
phf-10	phf-10
F33G12.2	F33G12.2
F33G12.3	F33G12.3
lrr-1	lrr-1
golg-2	golg-2
F33G12.6	F33G12.6
set-11	set-11
F35A5.1	F35A5.1
F35A5.2	F35A5.2
F35A5.4	F35A5.4
F35A5.5	F35A5.5
F35B3.3	F35B3.3
F35B3.4	F35B3.4
F35B3.7	F35B3.7
F35C8.5	F35C8.5
chtl-1	chtl-1
F35D2.3	F35D2.3
mks-3	mks-3
F35D11.1	F35D11.1
F35D11.3	F35D11.3
F35D11.4	F35D11.4
coa-3	coa-3
clec-139	clec-139
che-10	che-10
cdc-73	cdc-73
F35F11.2	F35F11.2
npr-7	npr-7
F35H10.2	F35H10.2
F35H10.3	F35H10.3
F35H10.5	F35H10.5
F35H10.6	F35H10.6
nprl-3	nprl-3
F35H10.10	F35H10.10
F35H12.1	F35H12.1
tbc-11	tbc-11
pifk-1	pifk-1
F35H12.5	F35H12.5
F35H12.6	F35H12.6
ttr-20	ttr-20
F36D4.1	F36D4.1
trpp-4	trpp-4
F36D4.4	F36D4.4
F36D4.5	F36D4.5
F36F12.1	F36F12.1
F36F12.3	F36F12.3
F36H9.4	F36H9.4
F36H9.5	F36H9.5
F36H9.7	F36H9.7
nlp-47	nlp-47
F36H12.17	F36H12.17
F37A4.1	F37A4.1
F37A4.2	F37A4.2
F37A4.3	F37A4.3
F37A4.5	F37A4.5
F37A4.6	F37A4.6
F37B4.10	F37B4.10
F37C4.4	F37C4.4
F37C4.6	F37C4.6
F37C4.8	F37C4.8
F37C12.1	F37C12.1
epg-4	epg-4
F37C12.3	F37C12.3
acs-4	acs-4
F37C12.10	F37C12.10
exos-9	exos-9
ncbp-1	ncbp-1
lron-6	lron-6
comp-1	comp-1
F37F2.2	F37F2.2
odr-8	odr-8
F38A5.2	F38A5.2
F38B6.2	F38B6.2
F38B6.3	F38B6.3
F38B6.4	F38B6.4
F38B6.6	F38B6.6
F38B6.7	F38B6.7
F38E1.3	F38E1.3
mpdu-1	mpdu-1
twf-2	twf-2
F38E9.6	F38E9.6
nhr-181	nhr-181
frpr-7	frpr-7
F39C12.1	F39C12.1
F39G3.3	F39G3.3
F39H12.1	F39H12.1
F39H12.2	F39H12.2
F39H12.3	F39H12.3
igcm-1	igcm-1
F40A3.1	F40A3.1
F40A3.2	F40A3.2
F40A3.3	F40A3.3
F40A3.4	F40A3.4
F40A3.6	F40A3.6
