TXNAME	GENEID
gnrr-6	gnrr-6
gnrr-7	gnrr-7
F13D12.3	F13D12.3
ctsa-1.2	ctsa-1.2
F13D12.8	F13D12.8
F13D12.9	F13D12.9
F13D12.10	F13D12.10
F13E6.1	F13E6.1
F13E6.2	F13E6.2
yap-1	yap-1
plpp-1.3	plpp-1.3
F13E9.1	F13E9.1
F13E9.4	F13E9.4
F13E9.5	F13E9.5
F13E9.8	F13E9.8
F13E9.11	F13E9.11
F13E9.12	F13E9.12
ztf-2	ztf-2
F13G3.3	F13G3.3
dylt-1	dylt-1
ttx-7	ttx-7
F13G3.6	F13G3.6
F13G3.7	F13G3.7
F13G3.10	F13G3.10
mrpl-13	mrpl-13
F13G3.12	F13G3.12
F13H10.1	F13H10.1
F13H10.3	F13H10.3
mogs-1	mogs-1
F13H10.5	F13H10.5
F13H10.6	F13H10.6
F14B4.1	F14B4.1
hxk-1	hxk-1
rpoa-2	rpoa-2
F14B6.2	F14B6.2
F14D7.8	F14D7.8
F14E5.2	F14E5.2
acp-2	acp-2
lips-10	lips-10
git-1	git-1
mboa-7	mboa-7
F14F3.4	F14F3.4
ntr-2	ntr-2
F14F7.4	F14F7.4
F14F8.9	F14F8.9
shw-1	shw-1
nlp-55	nlp-55
obr-2	obr-2
F15A4.10	F15A4.10
inft-2	inft-2
try-10	try-10
F15B9.8	F15B9.8
ubql-1	ubql-1
F15D3.6	F15D3.6
timm-23	timm-23
F15D4.2	F15D4.2
romo-1	romo-1
F15D4.4	F15D4.4
F15G9.1	F15G9.1
F15G9.2	F15G9.2
F15G9.5	F15G9.5
tag-314	tag-314
F15H10.7	F15H10.7
F15H10.8	F15H10.8
F16A11.1	F16A11.1
rtcb-1	rtcb-1
ppfr-1	ppfr-1
F16B12.4	F16B12.4
F16C3.1	F16C3.1
tbcd-1	tbcd-1
F17A2.13	F17A2.13
F17C8.3	F17C8.3
F17C8.6	F17C8.6
F17C11.2	F17C11.2
F17C11.4	F17C11.4
clec-221	clec-221
F17C11.6	F17C11.6
pigt-1	pigt-1
vps-36	vps-36
eef-1G	eef-1G
ctf-4	ctf-4
F17H10.1	F17H10.1
F17H10.2	F17H10.2
snx-17	snx-17
F18A11.2	F18A11.2
F18A11.5	F18A11.5
F18C12.3	F18C12.3
F18C12.4	F18C12.4
papl-1	papl-1
F18H3.1	F18H3.1
F18H3.4	F18H3.4
F19B6.1	F19B6.1
F19C6.2	F19C6.2
F19C6.3	F19C6.3
F19C6.5	F19C6.5
nekl-3	nekl-3
glb-13	glb-13
F19H6.6	F19H6.6
F19H8.2	F19H8.2
mltn-9	mltn-9
F20B10.3	F20B10.3
elli-1	elli-1
F20C5.4	F20C5.4
F20C5.7	F20C5.7
F20D1.1	F20D1.1
tbc-1	tbc-1
F20D1.3	F20D1.3
iglr-1	iglr-1
cutl-3	cutl-3
slc-25A18.1	slc-25A18.1
emre-1	emre-1
F20G2.3	F20G2.3
F20G2.6	F20G2.6
smgl-1	smgl-1
F21A3.3	F21A3.3
F21A3.4	F21A3.4
prde-1	prde-1
glb-14	glb-14
lgc-31	lgc-31
ncs-4	ncs-4
myrf-2	myrf-2
arrd-28	arrd-28
hint-1	hint-1
pfd-6	pfd-6
F21C3.6	F21C3.6
F21D5.1	F21D5.1
otub-3	otub-3
F21D5.3	F21D5.3
F21D5.5	F21D5.5
F21D5.6	F21D5.6
F21D5.7	F21D5.7
mrps-33	mrps-33
F21D5.9	F21D5.9
F21G4.1	F21G4.1
F21G4.3	F21G4.3
phf-34	phf-34
F21G4.6	F21G4.6
F21H7.2	F21H7.2
F22B3.8	F22B3.8
cut-3	cut-3
F22B5.5	F22B5.5
F22B5.6	F22B5.6
F22B5.10	F22B5.10
F22D6.2	F22D6.2
nduf-6	nduf-6
ekl-1	ekl-1
F22D6.9	F22D6.9
cept-1	cept-1
F22E12.1	F22E12.1
chw-1	chw-1
F22E12.3	F22E12.3
F22G12.4	F22G12.4
F22G12.5	F22G12.5
F23B12.4	F23B12.4
dlat-1	dlat-1
F23B12.7	F23B12.7
F23D12.1	F23D12.1
F23D12.2	F23D12.2
tomm-20	tomm-20
F23H12.3	F23H12.3
F23H12.5	F23H12.5
F23H12.7	F23H12.7
ehbp-1	ehbp-1
F25B3.2	F25B3.2
rgef-1	rgef-1
F25B3.5	F25B3.5
rtfo-1	rtfo-1
acs-12	acs-12
F25D1.2	F25D1.2
F25D1.3	F25D1.3
degt-1	degt-1
tag-353	tag-353
F25D7.5	F25D7.5
snx-27	snx-27
F25H2.4	F25H2.4
ndk-1	ndk-1
F25H2.6	F25H2.6
F25H2.7	F25H2.7
tct-1	tct-1
F25H2.12	F25H2.12
rtel-1	rtel-1
F25H5.2	F25H5.2
pyk-1	pyk-1
clsp-1	clsp-1
mrpl-54	mrpl-54
F25H8.1	F25H8.1
F25H8.2	F25H8.2
bed-3	bed-3
F25H9.6	F25H9.6
F25H9.7	F25H9.7
F26A3.1	F26A3.1
ncbp-2	ncbp-2
F26A3.4	F26A3.4
F26A3.7	F26A3.7
lhfp-4	lhfp-4
clec-196	clec-196
F26E4.2	F26E4.2
F26E4.3	F26E4.3
F26E4.4	F26E4.4
F26E4.5	F26E4.5
cox-7C	cox-7C
F26E4.7	F26E4.7
drsh-1	drsh-1
hrdl-1	hrdl-1
F26F2.7	F26F2.7
prom-1	prom-1
F26H9.2	F26H9.2
nmat-2	nmat-2
F26H9.5	F26H9.5
uggt-2	uggt-2
kbp-3	kbp-3
nurf-1	nurf-1
F27C8.5	F27C8.5
F27D4.1	F27D4.1
lsy-22	lsy-22
F27D4.4	F27D4.4
F27D4.7	F27D4.7
asah-2	asah-2
F27E5.3	F27E5.3
F27E5.5	F27E5.5
F28C1.1	F28C1.1
F28C1.3	F28C1.3
pigg-1	pigg-1
F28C6.5	F28C6.5
F28C6.8	F28C6.8
F28C6.10	F28C6.10
wdr-46	wdr-46
F28D1.6	F28D1.6
acs-20	acs-20
dpm-3	dpm-3
acs-2	acs-2
mdt-28	mdt-28
F28F8.7	F28F8.7
F28H7.3	F28H7.3
F28H7.8	F28H7.8
sre-6	sre-6
F29C6.1	F29C6.1
rict-1	rict-1
F29C12.6	F29C12.6
capg-1	capg-1
tut-2	tut-2
F29G6.1	F29G6.1
ccdc-149	ccdc-149
hpo-34	hpo-34
calm-1	calm-1
F30A10.2	F30A10.2
F30A10.3	F30A10.3
sac-1	sac-1
F30A10.9	F30A10.9
usp-48	usp-48
F30F8.1	F30F8.1
glna-3	glna-3
gras-1	gras-1
F30F8.5	F30F8.5
F30F8.9	F30F8.9
F30F8.10	F30F8.10
npr-33	npr-33
F31B12.4	F31B12.4
F31C3.3	F31C3.3
zipt-1	zipt-1
psf-2	psf-2
F31C3.6	F31C3.6
exos-7	exos-7
F31D4.2	F31D4.2
clec-264	clec-264
F31D4.5	F31D4.5
F31D4.8	F31D4.8
F31D4.9	F31D4.9
lips-8	lips-8
eva-1	eva-1
metl-17	metl-17
F32A11.1	F32A11.1
F32B4.1	F32B4.1
F32B4.2	F32B4.2
F32B4.4	F32B4.4
F32B4.5	F32B4.5
abhd-11.1	abhd-11.1
F32B4.8	F32B4.8
mccc-1	mccc-1
F32B6.3	F32B6.3
tbc-3	tbc-3
best-13	best-13
ttbk-3	ttbk-3
F32D8.15	F32D8.15
F32D8.1	F32D8.1
F32D8.3	F32D8.3
F32D8.4	F32D8.4
F32D8.5	F32D8.5
F32D8.7	F32D8.7
zzz-1	zzz-1
F32D8.12	F32D8.12
F32D8.13	F32D8.13
F32D8.14	F32D8.14
uig-1	uig-1
best-14	best-14
thoc-3	thoc-3
F32H2.7	F32H2.7
F32H2.10	F32H2.10
F32H5.1	F32H5.1
F32H5.3	F32H5.3
F32H5.4	F32H5.4
F33A8.4	F33A8.4
sdhd-1	sdhd-1
ilkp-1	ilkp-1
F33A8.7	F33A8.7
F33A8.10	F33A8.10
F33C8.4	F33C8.4
F33H1.3	F33H1.3
F33H1.4	F33H1.4
F33H2.2	F33H2.2
pole-1	pole-1
F33H2.6	F33H2.6
set-10	set-10
F33H2.8	F33H2.8
evl-18	evl-18
F34D10.3	F34D10.3
F34D10.6	F34D10.6
F34H10.3	F34H10.3
F34H10.4	F34H10.4
F34H10.5	F34H10.5
F35B12.3	F35B12.3
piit-1	piit-1
sas-5	sas-5
tag-290	tag-290
glb-15	glb-15
F35B12.9	F35B12.9
F35B12.10	F35B12.10
clec-65	clec-65
clec-66	clec-66
ddn-2	ddn-2
F35C5.12	F35C5.12
F35C11.5	F35C11.5
F35C11.6	F35C11.6
F35C11.7	F35C11.7
F35C12.3	F35C12.3
F35G2.1	F35G2.1
marb-1	marb-1
F35G2.5	F35G2.5
mlcd-1	mlcd-1
idhg-1	idhg-1
wdr-48	wdr-48
F35G12.5	F35G12.5
F35G12.7	F35G12.7
erh-2	erh-2
F35H8.2	F35H8.2
zfp-2	zfp-2
F35H8.4	F35H8.4
ugt-58	ugt-58
cids-2	cids-2
F36A2.2	F36A2.2
F36A2.3	F36A2.3
F36A2.7	F36A2.7
phip-1	phip-1
F36A2.9	F36A2.9
F36A2.11	F36A2.11
F36A2.12	F36A2.12
ubr-5	ubr-5
madf-2	madf-2
F36F2.1	F36F2.1
F36F2.2	F36F2.2
rbpl-1	rbpl-1
syx-7	syx-7
fcp-1	fcp-1
F36F2.7	F36F2.7
F36G3.1	F36G3.1
F36G3.2	F36G3.2
F36G3.3	F36G3.3
F36H1.3	F36H1.3
hrg-4	hrg-4
hrg-6	hrg-6
F36H1.11	F36H1.11
F36H1.12	F36H1.12
ent-6	ent-6
F36H2.3	F36H2.3
F37A8.5	F37A8.5
F37B12.1	F37B12.1
F37B12.3	F37B12.3
mus-101	mus-101
row-1	row-1
bigr-1	bigr-1
F37H8.5	F37H8.5
F38A1.8	F38A1.8
F38A6.4	F38A6.4
F38B2.2	F38B2.2
F38B2.3	F38B2.3
F38B2.4	F38B2.4
ccch-1	ccch-1
F38B7.2	F38B7.2
F38B7.3	F38B7.3
cutl-17	cutl-17
F38E11.6	F38E11.6
F38H4.3	F38H4.3
F38H4.5	F38H4.5
mob-1	mob-1
piki-1	piki-1
hinf-1	hinf-1
F39B2.3	F39B2.3
mtcu-1	mtcu-1
F39B2.8	F39B2.8
mtx-1	mtx-1
psa-3	psa-3
F39D8.3	F39D8.3
flp-22	flp-22
F39H2.3	F39H2.3
F39H11.1	F39H11.1
F40E10.5	F40E10.5
F40E10.6	F40E10.6
F40F8.3	F40F8.3
F40F8.4	F40F8.4
F40F8.5	F40F8.5
arrd-6	arrd-6
xbx-6	xbx-6
F40F9.3	F40F9.3
F40F9.5	F40F9.5
aagr-3	aagr-3
drap-1	drap-1
cal-7	cal-7
F40F9.10	F40F9.10
mig-38	mig-38
F40F11.3	F40F11.3
F40F11.4	F40F11.4
mam-7	mam-7
cyld-1	cyld-1
F40G12.2	F40G12.2
npr-6	npr-6
F41E7.6	F41E7.6
cnc-8	cnc-8
F41E7.9	F41E7.9
F42A8.1	F42A8.1
cup-15	cup-15
tatn-1	tatn-1
sprr-2	sprr-2
ttyh-1	ttyh-1
F42F12.4	F42F12.4
F42G4.5	F42G4.5
F42G10.1	F42G10.1
phlp-2	phlp-2
zhit-2	zhit-2
F43C1.5	F43C1.5
ccnk-1	ccnk-1
F43D9.1	F43D9.1
sly-1	sly-1
F43G6.4	F43G6.4
patr-1	patr-1
idha-1	idha-1
lmd-1	lmd-1
slc-25A42	slc-25A42
F43G9.4	F43G9.4
cfim-1	cfim-1
mfap-1	mfap-1
F43G9.12	F43G9.12
nucb-1	nucb-1
F44A6.3	F44A6.3
F44A6.5	F44A6.5
magu-4	magu-4
F44D12.2	F44D12.2
F44D12.6	F44D12.6
ent-7	ent-7
F44E5.1	F44E5.1
lurp-1	lurp-1
egg-3	egg-3
F44F4.3	F44F4.3
F44G4.1	F44G4.1
F44G4.2	F44G4.2
F44G4.3	F44G4.3
F44G4.5	F44G4.5
F44G4.6	F44G4.6
F44G4.7	F44G4.7
dep-1	dep-1
F45B8.3	F45B8.3
F45D3.2	F45D3.2
F45D3.3	F45D3.3
F45D3.4	F45D3.4
tbc-13	tbc-13
F45E10.2	F45E10.2
exo-1	exo-1
cope-1	cope-1
F45G2.7	F45G2.7
F45G2.10	F45G2.10
hecw-1	hecw-1
F45H10.3	F45H10.3
drr-1	drr-1
F45H10.5	F45H10.5
sptf-1	sptf-1
hpo-35	hpo-35
cox-19	cox-19
F46B6.2	F46B6.2
F46B6.6	F46B6.6
ztf-7	ztf-7
F46B6.9	F46B6.9
F46B6.12	F46B6.12
F46C3.2	F46C3.2
F46C5.1	F46C5.1
F46C5.2	F46C5.2
F46C5.4	F46C5.4
F46C5.6	F46C5.6
F46C5.7	F46C5.7
rer-1	rer-1
F46C5.9	F46C5.9
F46C5.10	F46C5.10
F46F2.3	F46F2.3
F46F2.5	F46F2.5
lgc-44	lgc-44
F46F3.3	F46F3.3
pkn-1	pkn-1
F46G10.1	F46G10.1
F46G10.2	F46G10.2
F46G10.4	F46G10.4
lgc-47	lgc-47
rrc-1	rrc-1
ipla-2	ipla-2
F47B8.10	F47B8.10
suca-1	suca-1
haly-1	haly-1
F47B10.3	F47B10.3
F47B10.4	F47B10.4
F47B10.5	F47B10.5
F47B10.6	F47B10.6
acbp-3	acbp-3
F47B10.8	F47B10.8
gpdh-1	gpdh-1
F47G4.4	F47G4.4
F47G4.5	F47G4.5
hmg-6	hmg-6
tmed-10	tmed-10
cutl-18	cutl-18
F47G9.4	F47G9.4
igeg-2	igeg-2
F48C5.2	F48C5.2
cwp-5	cwp-5
F48F5.6	F48F5.6
F48F7.3	F48F7.3
F48F7.5	F48F7.5
F49B2.6	F49B2.6
F49C5.4	F49C5.4
F49C12.6	F49C12.6
F49C12.7	F49C12.7
F49C12.9	F49C12.9
F49C12.10	F49C12.10
F49C12.12	F49C12.12
vha-17	vha-17
F49C12.14	F49C12.14
F49C12.15	F49C12.15
F49E2.2	F49E2.2
glb-17	glb-17
F49E2.5	F49E2.5
F49E11.2	F49E11.2
scl-9	scl-9
scl-3	scl-3
skpo-1	skpo-1
efl-3	efl-3
F49E12.7	F49E12.7
F49E12.8	F49E12.8
drd-1	drd-1
F49E12.10	F49E12.10
F49E12.12	F49E12.12
F52A8.1	F52A8.1
glb-18	glb-18
kbrl-1	kbrl-1
abts-1	abts-1
F52B5.2	F52B5.2
F52B5.3	F52B5.3
F52B5.7	F52B5.7
cfp-1	cfp-1
F52B11.2	F52B11.2
F52B11.5	F52B11.5
abts-2	abts-2
F52D10.2	F52D10.2
F52D10.4	F52D10.4
F52E10.4	F52E10.4
lsl-1	lsl-1
F52F12.5	F52F12.5
ztf-11	ztf-11
strl-1	strl-1
mtcu-2	mtcu-2
ttc-36	ttc-36
F53A2.1	F53A2.1
acaa-2	acaa-2
F53A2.9	F53A2.9
F53B2.5	F53B2.5
F53B2.8	F53B2.8
madd-4	madd-4
F53B6.4	F53B6.4
cutl-7	cutl-7
F53B6.7	F53B6.7
frpr-9	frpr-9
isy-1	isy-1
F53B7.4	F53B7.4
fig-1	fig-1
F53B7.7	F53B7.7
F53C11.4	F53C11.4
F53C11.5	F53C11.5
swan-2	swan-2
swan-1	swan-1
F53E4.1	F53E4.1
F53F1.2	F53F1.2
tbcb-1	tbcb-1
F53F4.4	F53F4.4
F53F4.7	F53F4.7
F53F4.10	F53F4.10
F53F4.11	F53F4.11
F53F4.12	F53F4.12
F53F4.13	F53F4.13
F53F4.14	F53F4.14
F53F4.15	F53F4.15
klf-2	klf-2
F53F8.4	F53F8.4
F53F8.5	F53F8.5
F53F8.6	F53F8.6
F53H2.3	F53H2.3
F53H4.3	F53H4.3
F53H4.4	F53H4.4
gmeb-2	gmeb-2
saeg-1	saeg-1
F54B3.1	F54B3.1
F54B3.2	F54B3.2
atad-3	atad-3
F54B11.4	F54B11.4
F54B11.5	F54B11.5
F54B11.8	F54B11.8
F54B11.9	F54B11.9
F54B11.10	F54B11.10
F54C8.1	F54C8.1
F54C8.4	F54C8.4
rheb-1	rheb-1
F54C8.7	F54C8.7
F54C9.3	F54C9.3
bcs-1	bcs-1
F54C9.7	F54C9.7
F54C9.9	F54C9.9
F54C9.11	F54C9.11
F54D1.1	F54D1.1
F54D5.2	F54D5.2
F54D5.5	F54D5.5
F54D5.7	F54D5.7
F54D5.9	F54D5.9
gtf-2E2	gtf-2E2
F54D5.12	F54D5.12
F54D5.15	F54D5.15
F54E4.2	F54E4.2
F54E4.3	F54E4.3
F54E4.4	F54E4.4
dhrs-4	dhrs-4
F54F7.2	F54F7.2
F54F7.8	F54F7.8
F54F11.1	F54F11.1
nep-17	nep-17
F54F12.2	F54F12.2
irld-34	irld-34
F55A11.1	F55A11.1
F55A11.6	F55A11.6
F55A11.7	F55A11.7
F55A11.8	F55A11.8
F55A11.11	F55A11.11
xdh-1	xdh-1
F55B11.2	F55B11.2
F55B11.4	F55B11.4
hpo-31	hpo-31
capg-2	capg-2
tsfm-1	tsfm-1
rskd-1	rskd-1
srpa-68	srpa-68
F55C5.10	F55C5.10
F55C10.5	F55C10.5
F55D12.1	F55D12.1
F55D12.2	F55D12.2
F55D12.6	F55D12.6
aakb-1	aakb-1
cest-13	cest-13
nkb-3	nkb-3
F55F3.4	F55F3.4
vha-14	vha-14
F55H2.5	F55H2.5
F55H2.7	F55H2.7
F55H12.2	F55H12.2
F55H12.4	F55H12.4
F55H12.5	F55H12.5
ztf-26	ztf-26
anoh-1	anoh-1
F56A8.3	F56A8.3
F56A8.4	F56A8.4
F56A8.5	F56A8.5
F56A12.2	F56A12.2
F56C4.1	F56C4.1
F56C4.2	F56C4.2
glb-19	glb-19
F56D5.2	F56D5.2
F56D5.6	F56D5.6
F56F3.4	F56F3.4
F56G4.4	F56G4.4
png-1	png-1
F56G4.6	F56G4.6
F56H9.2	F56H9.2
F56H11.2	F56H11.2
F57A8.1	F57A8.1
yif-1	yif-1
F57A8.4	F57A8.4
F57A8.6	F57A8.6
F57A8.7	F57A8.7
F57B1.5	F57B1.5
F57B1.6	F57B1.6
dmsr-1	dmsr-1
F57B7.2	F57B7.2
spat-1	spat-1
bet-2	bet-2
F57C7.4	F57C7.4
F57F5.1	F57F5.1
F57F5.3	F57F5.3
F57G12.1	F57G12.1
F57G12.2	F57G12.2
F58A3.3	F58A3.3
F58A3.4	F58A3.4
ttr-31	ttr-31
F58A4.2	F58A4.2
clec-161	clec-161
F58A4.6	F58A4.6
rpac-19	rpac-19
F58B3.4	F58B3.4
F58B3.6	F58B3.6
rbm-17	rbm-17
ttr-50	ttr-50
F58B4.2	F58B4.2
F58B4.3	F58B4.3
scvp-1	scvp-1
F58B4.5	F58B4.5
F58B4.6	F58B4.6
F58D5.2	F58D5.2
F58D5.3	F58D5.3
F58D5.5	F58D5.5
F58D5.9	F58D5.9
F58D12.3	F58D12.3
sta-2	sta-2
F58E6.5	F58E6.5
hrg-3	hrg-3
F58E6.11	F58E6.11
ric-7	ric-7
ddx-17	ddx-17
F58G1.2	F58G1.2
dct-18	dct-18
lips-9	lips-9
arrd-10	arrd-10
F58G1.7	F58G1.7
amph-1	amph-1
F58G6.3	F58G6.3
acc-1	acc-1
F58G6.8	F58G6.8
letm-1	letm-1
rde-12	rde-12
ccz-1	ccz-1
aman-2	aman-2
F58H1.2	F58H1.2
F58H1.3	F58H1.3
F58H1.5	F58H1.5
F58H1.7	F58H1.7
F58H10.1	F58H10.1
dgat-2	dgat-2
F59A1.16	F59A1.16
cri-3	cri-3
clpf-1	clpf-1
F59A2.5	F59A2.5
golg-4	golg-4
skat-1	skat-1
F59B2.3	F59B2.3
rpn-6.2	rpn-6.2
F59B2.12	F59B2.12
F59B2.13	F59B2.13
F59B8.1	F59B8.1
idh-1	idh-1
F59B10.2	F59B10.2
F59B10.3	F59B10.3
F59B10.4	F59B10.4
F59B10.5	F59B10.5
F59B10.6	F59B10.6
dhhc-12	dhhc-12
F59C6.3	F59C6.3
exos-3	exos-3
F59C6.5	F59C6.5
F59C6.8	F59C6.8
F59D12.1	F59D12.1
F59D12.2	F59D12.2
F59D12.3	F59D12.3
F59D12.5	F59D12.5
copz-1	copz-1
del-5	del-5
F59F3.6	F59F3.6
acox-1.6	acox-1.6
F59F4.3	F59F4.3
acl-1	acl-1
slcf-1	slcf-1
glo-3	glo-3
F59F5.3	F59F5.3
F59F5.5	F59F5.5
F59F5.7	F59F5.7
H01G02.1	H01G02.1
dyf-18	dyf-18
H01G02.3	H01G02.3
cbd-1	cbd-1
famk-1	famk-1
H03A11.2	H03A11.2
H04D03.2	H04D03.2
H06A10.1	H06A10.1
chd-1	chd-1
ctg-1	ctg-1
H08J19.1	H08J19.1
rga-5	rga-5
H09F14.1	H09F14.1
H12D21.9	H12D21.9
H12D21.10	H12D21.10
H13N06.2	H13N06.2
suox-1	suox-1
erfa-3	erfa-3
math-33	math-33
scb-1	scb-1
mboa-2	mboa-2
H21P03.2	H21P03.2
hxk-2	hxk-2
H27A22.1	H27A22.1
H32K16.2	H32K16.2
zmp-5	zmp-5
lpin-1	lpin-1
H37A05.2	H37A05.2
hpo-11	hpo-11
dcn-1	dcn-1
H40L08.1	H40L08.1
H40L08.3	H40L08.3
JC8.2	JC8.2
JC8.4	JC8.4
cox-11	cox-11
JC8.7	JC8.7
ttr-51	ttr-51
bus-12	bus-12
magi-1	magi-1
K01A6.6	K01A6.6
K01A11.1	K01A11.1
metl-18	metl-18
fozi-1	fozi-1
K01B6.3	K01B6.3
K01B6.4	K01B6.4
K01C8.1	K01C8.1
K01C8.2	K01C8.2
mrpl-10	mrpl-10
slc-25A32	slc-25A32
K01D12.5	K01D12.5
K01D12.6	K01D12.6
K01F9.2	K01F9.2
rnf-113	rnf-113
K01G5.5	K01G5.5
K01G5.8	K01G5.8
tasp-1	tasp-1
K01G5.10	K01G5.10
dph-3	dph-3
K01H12.4	K01H12.4
endu-1	endu-1
sec-12	sec-12
axl-1	axl-1
tnsl-1	tnsl-1
K02B12.6	K02B12.6
K02B12.7	K02B12.7
K02C4.3	K02C4.3
K02C4.5	K02C4.5
K02D3.2	K02D3.2
K02E2.1	K02E2.1
cpx-2	cpx-2
K03A11.5	K03A11.5
K03B8.6	K03B8.6
K03B8.8	K03B8.8
K03B8.11	K03B8.11
mys-2	mys-2
K03H1.5	K03H1.5
K03H1.12	K03H1.12
K04B12.2	K04B12.2
smg-8	smg-8
rack-1	rack-1
mspn-1	mspn-1
ptp-4	ptp-4
eif-2beta	eif-2beta
cdc-48.3	cdc-48.3
K04G2.4	K04G2.4
ath-1	ath-1
vacl-14	vacl-14
K04G2.7	K04G2.7
K04G2.9	K04G2.9
scbp-2	scbp-2
K04H4.2	K04H4.2
flp-25	flp-25
K04H8.3	K04H8.3
K05C4.2	K05C4.2
K05C4.5	K05C4.5
K05C4.7	K05C4.7
sol-2	sol-2
K06A4.2	K06A4.2
gsnl-1	gsnl-1
swt-5	swt-5
haao-1	haao-1
dut-1	dut-1
K07A1.3	K07A1.3
K07A1.6	K07A1.6
cri-1	cri-1
ate-1	ate-1
K07A1.10	K07A1.10
K07A1.13	K07A1.13
K07A1.15	K07A1.15
K07A12.1	K07A12.1
egg-6	egg-6
K07A12.4	K07A12.4
mrps-15	mrps-15
ceeh-2	ceeh-2
ttll-15	ttll-15
cash-1	cash-1
K07C5.9	K07C5.9
K07F5.12	K07F5.12
K07F5.14	K07F5.14
K07F5.16	K07F5.16
crml-1	crml-1
mks-6	mks-6
K07G5.4	K07G5.4
K07G5.5	K07G5.5
fecl-1	fecl-1
K08C7.1	K08C7.1
K08C7.4	K08C7.4
K08C7.7	K08C7.7
K08C9.1	K08C9.1
K08C9.2	K08C9.2
tyr-2	tyr-2
toca-2	toca-2
dbn-1	dbn-1
K08E3.5	K08E3.5
K08E4.2	K08E4.2
K08E4.3	K08E4.3
bath-37	bath-37
tmed-1	tmed-1
K08E7.5	K08E7.5
K08E7.6	K08E7.6
K08E7.8	K08E7.8
ctf-18	ctf-18
gtbp-1	gtbp-1
K08F4.12	K08F4.12
mak-1	mak-1
K08F8.5	K08F8.5
K08F8.7	K08F8.7
K08F9.4	K08F9.4
K08H2.7	K08H2.7
uda-1	uda-1
K08H10.6	K08H10.6
trpp-6	trpp-6
nipi-3	nipi-3
usp-33	usp-33
K09A9.6	K09A9.6
nol-9	nol-9
uso-1	uso-1
mam-3	mam-3
K09C8.2	K09C8.2
lge-1	lge-1
K09C8.7	K09C8.7
K09C8.8	K09C8.8
algn-3	algn-3
K09E4.3	K09E4.3
K09E4.4	K09E4.4
cpg-7	cpg-7
K09E9.1	K09E9.1
erv-46	erv-46
K09E9.3	K09E9.3
K09G1.1	K09G1.1
K09G1.2	K09G1.2
ensa-1	ensa-1
K10C3.4	K10C3.4
K10C3.5	K10C3.5
parn-1	parn-1
frpr-15	frpr-15
istr-1	istr-1
K10C8.4	K10C8.4
K10D3.4	K10D3.4
K10D3.6	K10D3.6
lgc-49	lgc-49
K10D6.2	K10D6.2
K10D6.3	K10D6.3
K10D6.4	K10D6.4
K10D11.4	K10D11.4
K10G9.2	K10G9.2
vnut-1	vnut-1
cysl-2	cysl-2
K10H10.4	K10H10.4
K10H10.5	K10H10.5
K10H10.10	K10H10.10
mrps-27	mrps-27
blos-9	blos-9
K11D2.1	K11D2.1
asah-1	asah-1
K11D2.4	K11D2.4
K11D2.5	K11D2.5
K11D9.3	K11D9.3
K11E4.1	K11E4.1
K11E4.2	K11E4.2
pix-1	pix-1
gpdh-2	gpdh-2
K11H3.2	K11H3.2
K11H3.3	K11H3.3
K11H3.5	K11H3.5
mrpl-36	mrpl-36
twk-48	twk-48
K12D12.4	K12D12.4
sulp-4	sulp-4
K12G11.6	K12G11.6
LLC1.2	LLC1.2
dld-1	dld-1
M01A8.1	M01A8.1
clip-1	clip-1
M01E5.2	M01E5.2
M01E5.3	M01E5.3
M01E5.4	M01E5.4
M01F1.3	M01F1.3
M01F1.4	M01F1.4
hmit-1.3	hmit-1.3
mrpl-35	mrpl-35
pitp-1	pitp-1
M01F1.9	M01F1.9
M02B1.2	M02B1.2
M02B1.3	M02B1.3
M02B1.4	M02B1.4
M02G9.1	M02G9.1
M02G9.2	M02G9.2
M03B6.1	M03B6.1
mct-3	mct-3
M03B6.3	M03B6.3
M03B6.4	M03B6.4
M03B6.5	M03B6.5
M03C11.1	M03C11.1
chl-1	chl-1
M03C11.3	M03C11.3
ymel-1	ymel-1
M03C11.6	M03C11.6
prp-3	prp-3
M03C11.8	M03C11.8
M04B2.2	M04B2.2
M04B2.4	M04B2.4
M04B2.6	M04B2.6
M04B2.7	M04B2.7
M04C7.4	M04C7.4
M04C9.3	M04C9.3
xbx-3	xbx-3
tag-260	tag-260
somi-1	somi-1
let-522	let-522
M05B5.3	M05B5.3
M05B5.4	M05B5.4
trpa-2	trpa-2
M05D6.2	M05D6.2
lact-4	lact-4
taap-1	taap-1
M05D6.9	M05D6.9
atg-7	atg-7
M7.7	M7.7
M7.9	M7.9
dlc-2	dlc-2
M18.3	M18.3
ddb-1	ddb-1
M18.6	M18.6
dhhc-6	dhhc-6
cutl-9	cutl-9
M28.5	M28.5
lact-3	lact-3
nphp-1	nphp-1
M79.2	M79.2
mrps-34	mrps-34
M88.3	M88.3
M88.4	M88.4
imph-1	imph-1
cisd-3.1	cisd-3.1
M106.2	M106.2
M106.3	M106.3
gmps-1	gmps-1
M110.3	M110.3
M110.7	M110.7
M110.8	M110.8
M110.9	M110.9
M117.1	M117.1
M142.5	M142.5
rle-1	rle-1
M153.1	M153.1
M153.2	M153.2
M153.3	M153.3
M163.1	M163.1
M163.7	M163.7
M163.8	M163.8
gss-1	gss-1
chch-3	chch-3
M176.4	M176.4
M176.5	M176.5
M176.10	M176.10
M176.11	M176.11
